1	2	1	1
1	2	2	1
1	2	3	1
1	2	4	1
1	4	5	1
1	4	6	1
1	4	7	1
1	4	8	1
1	5	9	1
1	5	10	1
1	5	11	1
1	5	12	1
1	6	13	1
1	6	14	1
1	7	15	1
1	7	16	1
1	8	17	1
1	8	18	1
1	8	10	1
1	8	11	1
1	8	12	1
1	8	19	1
1	9	20	1
1	10	21	1
1	10	18	1
1	10	10	1
1	10	11	1
1	10	12	1
1	10	22	1
1	10	23	1
1	10	24	1
1	10	25	1
1	11	26	1
1	12	27	1
1	13	21	1
1	13	18	1
1	13	10	1
1	13	11	1
1	13	12	1
1	13	22	1
1	13	23	1
1	13	24	1
1	13	25	1
1	14	26	1
1	15	28	1
1	15	29	1
1	15	30	1
1	16	31	1
1	16	32	1
1	16	33	1
1	19	34	1
1	19	35	1
1	19	36	1
1	19	37	1
1	20	38	1
1	21	39	1
1	21	40	1
1	21	41	1
1	21	42	1
1	21	43	1
1	21	44	1
1	22	45	1
1	22	46	1
1	27	47	1
1	27	48	1
1	27	49	1
1	27	50	1
1	29	51	1
1	29	47	1
1	29	48	1
1	29	49	1
1	29	52	1
1	29	53	1
1	29	54	1
1	29	55	1
1	29	56	1
1	29	57	1
1	30	58	1
1	30	59	1
1	31	60	1
1	32	61	1
1	33	50	1
1	33	62	1
1	33	63	1
1	34	64	1
1	34	65	1
1	34	63	1
1	34	49	1
1	35	38	1
1	35	66	1
1	37	67	1
1	38	68	1
1	38	69	1
1	38	70	1
1	38	71	1
1	38	72	1
1	39	73	1
1	39	74	1
1	39	75	1
1	39	76	1
1	40	77	1
1	40	78	1
1	40	48	1
1	40	79	1
1	40	70	1
1	40	71	1
1	40	72	1
1	42	80	1
1	42	63	1
1	43	81	1
1	43	82	1
1	44	83	1
1	44	70	1
1	45	84	1
1	46	85	1
1	46	86	1
1	46	87	1
1	46	10	1
1	46	11	1
1	47	88	1
1	47	89	1
1	48	90	1
1	48	91	1
1	48	44	1
1	49	92	1
1	50	93	1
1	50	94	1
1	50	95	1
1	50	96	1
1	50	97	1
1	50	98	1
1	50	83	1
1	50	99	1
1	50	100	1
1	50	101	1
1	51	102	1
1	51	48	1
1	51	49	1
1	51	50	1
1	53	103	1
1	53	104	1
1	55	105	1
1	55	70	1
1	55	106	1
1	55	107	1
1	55	27	1
1	55	108	1
1	56	109	1
1	56	110	1
1	58	111	1
1	58	112	1
1	60	113	1
1	61	114	1
1	62	115	1
1	63	114	1
1	64	116	1
1	65	103	1
1	66	27	1
1	66	87	1
1	66	103	1
1	66	107	1
1	68	70	1
1	68	117	1
1	68	118	1
1	68	103	1
1	68	107	1
1	70	119	1
1	70	103	1
1	70	120	1
1	72	99	1
1	72	38	1
1	72	121	1
1	72	103	1
1	72	122	1
1	72	107	1
1	74	91	1
1	74	123	1
1	74	124	1
1	74	125	1
1	74	126	1
1	74	127	1
1	76	128	1
1	76	89	1
1	76	129	1
1	76	46	1
1	76	130	1
1	77	131	1
1	79	132	1
1	79	133	1
1	79	134	1
1	79	135	1
1	79	34	1
1	80	136	1
1	81	137	1
1	81	138	1
1	82	139	1
1	83	140	1
1	86	141	1
1	86	142	1
1	87	143	1
1	88	107	1
1	88	142	1
1	88	139	1
1	88	34	1
1	91	144	1
1	91	49	1
1	91	145	1
1	92	146	1
1	92	147	1
1	92	129	1
1	93	68	1
1	93	69	1
1	93	148	1
1	94	84	1
1	95	149	1
1	95	150	1
1	95	48	1
1	95	69	1
1	95	148	1
1	97	151	1
1	97	152	1
1	98	77	1
1	99	69	1
1	99	153	1
1	99	154	1
1	99	64	1
1	100	155	1
1	100	156	1
1	100	157	1
1	100	27	1
1	100	158	1
1	104	70	1
1	104	159	1
1	104	104	1
1	105	160	1
1	106	27	1
1	106	161	1
1	106	162	1
1	107	67	1
1	108	163	1
1	110	164	1
1	111	27	1
1	111	165	1
1	112	69	1
1	112	153	1
1	113	166	1
1	113	167	1
1	113	27	1
1	113	168	1
1	114	89	1
1	116	89	1
1	117	129	1
1	117	169	1
1	118	170	1
1	118	171	1
1	118	50	1
1	118	84	1
1	118	89	1
1	119	172	1
1	119	173	1
1	119	112	1
1	120	160	1
1	122	129	1
1	123	56	1
1	123	174	1
1	123	175	1
1	123	176	1
1	123	177	1
1	123	178	1
1	124	95	1
1	126	179	1
1	126	160	1
1	127	163	1
1	130	27	1
1	130	161	1
1	130	180	1
1	130	181	1
1	131	182	1
1	132	56	1
1	132	43	1
1	132	177	1
1	132	183	1
1	132	169	1
1	133	34	1
1	133	148	1
1	134	34	1
1	134	63	1
1	135	184	1
1	135	185	1
1	138	112	1
1	139	89	1
1	140	53	1
1	140	186	1
1	140	183	1
1	140	187	1
1	140	188	1
1	140	189	1
1	140	84	1
1	141	190	1
1	142	191	1
1	142	192	1
1	142	193	1
1	142	194	1
1	142	71	1
1	142	195	1
1	143	56	1
1	143	71	1
1	143	196	1
1	143	84	1
1	143	108	1
1	143	67	1
1	143	197	1
1	144	56	1
1	144	38	1
1	144	112	1
1	145	198	1
1	145	38	1
1	145	183	1
1	145	199	1
1	145	200	1
1	145	124	1
1	145	201	1
1	145	202	1
1	145	185	1
1	145	203	1
1	148	204	1
1	148	205	1
1	150	70	1
1	151	206	1
1	151	207	1
1	152	112	1
1	152	63	1
1	153	27	1
1	155	129	1
1	156	77	1
1	156	208	1
1	157	129	1
1	158	27	1
1	158	55	1
1	158	77	1
1	161	129	1
1	162	70	1
1	162	153	1
1	163	70	1
1	163	207	1
1	164	112	1
1	165	209	1
1	165	210	1
1	165	211	1
1	166	129	1
1	167	212	1
1	167	213	1
1	167	214	1
1	167	215	1
1	167	216	1
1	167	217	1
1	170	129	1
1	171	218	1
1	171	219	1
1	171	220	1
1	171	221	1
1	171	222	1
1	171	223	1
1	172	129	1
1	173	184	1
1	176	224	1
1	176	218	1
1	176	76	1
1	176	225	1
1	176	226	1
1	176	227	1
1	176	223	1
1	177	129	1
1	178	175	1
1	178	176	1
1	181	129	1
1	182	228	1
1	182	10	1
1	182	11	1
1	182	175	1
1	182	229	1
1	183	129	1
1	184	230	1
1	184	231	1
1	185	129	1
1	186	232	1
1	186	233	1
1	186	63	1
1	186	234	1
1	187	129	1
1	188	235	1
1	188	236	1
1	188	175	1
1	189	147	1
1	189	237	1
1	189	129	1
1	190	238	1
1	191	239	1
1	191	59	1
1	192	227	1
1	192	223	1
1	192	64	1
1	192	240	1
1	192	241	1
1	193	198	1
1	194	242	1
1	194	59	1
1	194	243	1
1	194	244	1
1	194	245	1
1	194	246	1
1	195	247	1
1	196	129	1
1	197	248	1
1	197	249	1
1	197	84	1
1	197	250	1
1	197	251	1
1	197	252	1
1	197	246	1
1	197	253	1
1	198	69	1
1	198	153	1
1	198	254	1
1	198	84	1
1	198	255	1
1	198	256	1
1	199	129	1
1	200	257	1
1	200	258	1
1	200	218	1
1	201	129	1
1	202	259	1
1	202	260	1
1	202	261	1
1	202	77	1
1	202	262	1
1	202	64	1
1	202	263	1
1	204	129	1
1	205	264	1
1	205	265	1
1	205	223	1
1	205	266	1
1	205	223	1
1	205	267	1
1	206	268	1
1	207	129	1
1	212	269	1
1	213	270	1
1	213	271	1
1	213	202	1
1	213	229	1
1	214	272	1
1	215	129	1
1	216	218	1
1	216	228	1
1	216	71	1
1	216	72	1
1	216	273	1
1	216	274	1
1	216	229	1
1	217	129	1
1	218	275	1
1	218	276	1
1	218	91	1
1	218	24	1
1	219	277	1
1	221	278	1
1	222	279	1
1	223	280	1
1	223	79	1
1	224	129	1
1	225	281	1
1	225	282	1
1	225	283	1
1	225	284	1
1	226	285	1
1	226	183	1
1	226	286	1
1	226	285	1
1	227	287	1
1	227	288	1
1	227	286	1
1	227	183	1
1	227	289	1
1	227	290	1
1	227	291	1
1	228	34	1
1	228	292	1
1	229	277	1
1	229	293	1
1	229	294	1
1	229	129	1
1	231	183	1
1	231	13	1
1	232	129	1
1	233	18	1
1	233	295	1
1	234	102	1
1	234	296	1
1	234	84	1
1	234	297	1
1	234	298	1
1	236	129	1
1	237	38	1
1	237	299	1
1	237	300	1
1	237	301	1
1	237	302	1
1	237	303	1
1	237	304	1
1	237	305	1
1	237	306	1
1	237	307	1
1	237	308	1
1	237	309	1
1	238	38	1
1	238	310	1
1	238	91	1
1	239	129	1
1	240	183	1
1	241	129	1
1	243	129	1
1	244	234	1
1	244	183	1
1	244	129	1
1	244	311	1
1	245	160	1
1	246	190	1
1	246	112	1
1	246	27	1
1	246	161	1
1	246	34	1
1	246	312	1
1	247	313	1
1	247	129	1
1	248	314	1
1	248	315	1
1	248	38	1
1	248	310	1
1	248	113	1
1	249	316	1
1	249	258	1
1	250	153	1
1	250	60	1
1	250	317	1
1	251	129	1
1	252	318	1
1	253	64	1
1	253	319	1
1	253	137	1
1	253	153	1
1	253	218	1
1	254	130	1
1	254	183	1
1	255	129	1
1	259	320	1
1	259	129	1
1	260	321	1
1	260	38	1
1	262	322	1
1	262	46	1
1	262	6	1
1	262	323	1
1	262	229	1
1	263	160	1
1	265	324	1
1	265	325	1
1	265	160	1
1	266	160	1
1	266	326	1
1	267	129	1
1	268	318	1
1	268	327	1
1	268	153	1
1	268	207	1
1	268	317	1
1	268	218	1
1	269	179	1
1	269	160	1
1	270	129	1
1	272	129	1
1	273	328	1
1	274	318	1
1	275	329	1
1	275	330	1
1	275	331	1
1	275	332	1
1	275	333	1
1	275	334	1
1	277	103	1
1	277	335	1
1	277	336	1
1	277	337	1
1	278	338	1
1	278	339	1
1	279	340	1
1	279	103	1
1	279	336	1
1	279	337	1
1	279	341	1
1	279	342	1
1	280	343	1
1	280	176	1
1	280	344	1
1	280	169	1
1	280	345	1
1	282	103	1
1	282	336	1
1	282	337	1
1	282	122	1
1	282	346	1
1	282	176	1
1	282	347	1
1	283	125	1
1	283	348	1
1	285	349	1
1	285	6	1
1	285	350	1
1	288	160	1
1	289	328	1
1	290	318	1
1	291	6	1
1	291	323	1
1	291	351	1
1	291	176	1
1	292	352	1
1	292	27	1
1	292	353	1
1	292	51	1
1	294	71	1
1	294	91	1
1	294	25	1
1	296	353	1
1	296	354	1
1	298	6	1
1	298	350	1
1	298	355	1
1	299	356	1
1	299	6	1
1	299	357	1
1	300	320	1
1	300	166	1
1	300	129	1
1	301	358	1
1	301	359	1
1	301	360	1
1	301	361	1
1	302	318	1
1	305	362	1
1	305	324	1
1	305	363	1
1	305	364	1
1	307	365	1
1	307	366	1
1	307	367	1
1	308	18	1
1	309	368	1
1	309	369	1
1	309	56	1
1	309	370	1
1	309	27	1
1	309	371	1
1	309	317	1
1	309	121	1
1	310	18	1
1	310	19	1
1	310	277	1
1	311	372	1
1	311	346	1
1	311	176	1
1	313	130	1
1	313	84	1
1	316	59	1
1	316	373	1
1	316	308	1
1	316	374	1
1	316	48	1
1	316	60	1
1	316	375	1
1	318	318	1
1	319	318	1
1	319	376	1
1	319	377	1
1	321	318	1
1	323	378	1
1	324	318	1
1	325	318	1
1	325	125	1
1	325	379	1
1	325	380	1
1	325	124	1
1	325	127	1
1	326	377	1
1	326	381	1
1	327	382	1
1	327	318	1
1	328	318	1
1	329	318	1
1	329	383	1
1	330	384	1
1	330	385	1
1	330	386	1
1	331	387	1
1	331	388	1
1	331	387	1
1	331	389	1
1	333	318	1
1	333	390	1
1	334	349	1
1	334	6	1
1	334	350	1
1	336	160	1
1	338	179	1
1	338	160	1
1	339	113	1
1	339	160	1
1	340	309	1
1	340	19	1
1	340	391	1
1	341	392	1
1	341	123	1
1	341	378	1
1	341	160	1
1	342	51	1
1	344	393	1
1	345	160	1
1	346	153	1
1	346	317	1
1	346	394	1
1	346	69	1
1	346	160	1
1	349	160	1
1	349	309	1
1	349	378	1
1	353	324	1
1	353	325	1
1	353	160	1
1	355	160	1
1	356	395	1
1	356	396	1
1	356	205	1
1	356	160	1
1	358	397	1
1	358	398	1
1	358	399	1
1	358	400	1
1	358	401	1
1	358	402	1
1	358	181	1
1	358	403	1
1	358	404	1
1	359	310	1
1	359	401	1
1	359	405	1
1	362	27	1
1	362	161	1
1	362	406	1
1	365	160	1
1	368	309	1
1	368	125	1
1	369	160	1
1	370	407	1
1	370	90	1
1	373	408	1
1	373	409	1
1	374	410	1
1	374	411	1
1	375	412	1
1	375	413	1
1	375	414	1
1	375	415	1
1	375	416	1
1	375	417	1
1	375	10	1
1	375	11	1
1	375	12	1
1	375	418	1
1	375	336	1
1	375	280	1
1	375	419	1
1	377	160	1
1	378	420	1
1	378	421	1
1	379	160	1
1	380	16	1
1	380	34	1
1	380	422	1
1	382	160	1
1	383	423	1
1	383	424	1
1	383	425	1
1	383	426	1
1	385	160	1
1	386	276	1
1	386	427	1
1	389	378	1
1	389	428	1
1	390	429	1
1	390	248	1
1	390	386	1
1	392	160	1
1	393	160	1
1	394	160	1
1	397	430	1
1	397	13	1
1	397	431	1
1	397	51	1
1	397	183	1
1	398	432	1
1	399	433	1
1	399	434	1
1	399	216	1
1	399	170	1
1	399	435	1
1	400	432	1
1	404	432	1
1	405	224	1
1	405	436	1
1	405	331	1
1	405	437	1
1	406	438	1
1	406	121	1
1	406	63	1
1	406	434	1
1	406	64	1
1	406	439	1
1	406	223	1
1	407	432	1
1	408	440	1
1	408	299	1
1	408	343	1
1	408	441	1
1	408	120	1
1	409	432	1
1	410	122	1
1	410	166	1
1	413	432	1
1	414	228	1
1	414	442	1
1	414	72	1
1	416	432	1
1	417	46	1
1	417	181	1
1	418	443	1
1	419	68	1
1	419	444	1
1	419	445	1
1	419	446	1
1	420	447	1
1	421	175	1
1	421	448	1
1	421	63	1
1	421	181	1
1	421	449	1
1	422	120	1
1	422	450	1
1	422	451	1
1	422	433	1
1	422	452	1
1	422	453	1
1	422	299	1
1	423	432	1
1	424	454	1
1	425	432	1
1	426	243	1
1	426	455	1
1	426	456	1
1	426	457	1
1	426	259	1
1	426	458	1
1	426	459	1
1	426	64	1
1	426	241	1
1	427	460	1
1	427	461	1
1	427	64	1
1	427	240	1
1	427	241	1
1	427	462	1
1	427	229	1
1	428	432	1
1	429	374	1
1	429	463	1
1	429	176	1
1	429	464	1
1	429	465	1
1	429	466	1
1	429	467	1
1	429	468	1
1	429	433	1
1	430	469	1
1	431	198	1
1	431	470	1
1	431	466	1
1	431	471	1
1	431	472	1
1	431	473	1
1	431	433	1
1	432	228	1
1	432	474	1
1	432	206	1
1	432	475	1
1	432	10	1
1	432	11	1
1	432	229	1
1	433	276	1
1	433	476	1
1	434	166	1
1	435	477	1
1	435	478	1
1	435	38	1
1	435	479	1
1	435	176	1
1	435	480	1
1	435	432	1
1	436	27	1
1	436	161	1
1	436	107	1
1	436	229	1
1	436	475	1
1	436	11	1
1	436	385	1
1	436	185	1
1	436	334	1
1	437	481	1
1	437	482	1
1	437	483	1
1	438	432	1
1	440	484	1
1	440	485	1
1	440	486	1
1	440	487	1
1	440	488	1
1	441	432	1
1	442	489	1
1	442	490	1
1	442	432	1
1	442	298	1
1	443	84	1
1	444	38	1
1	444	299	1
1	444	300	1
1	444	301	1
1	444	302	1
1	444	303	1
1	444	491	1
1	444	304	1
1	444	305	1
1	444	306	1
1	444	308	1
1	444	492	1
1	445	107	1
1	445	13	1
1	446	432	1
1	447	493	1
1	447	394	1
1	448	432	1
1	449	113	1
1	449	16	1
1	449	494	1
1	449	153	1
1	449	495	1
1	449	332	1
1	449	496	1
1	449	38	1
1	449	310	1
1	451	16	1
1	451	432	1
1	451	133	1
1	451	71	1
1	451	72	1
1	451	497	1
1	451	498	1
1	451	499	1
1	451	500	1
1	451	501	1
1	452	502	1
1	452	384	1
1	452	34	1
1	452	503	1
1	453	206	1
1	453	441	1
1	453	504	1
1	453	432	1
1	453	107	1
1	453	505	1
1	454	27	1
1	454	161	1
1	455	112	1
1	455	107	1
1	456	484	1
1	456	485	1
1	456	432	1
1	457	176	1
1	457	121	1
1	457	441	1
1	457	506	1
1	458	432	1
1	459	326	1
1	460	432	1
1	461	507	1
1	461	275	1
1	461	432	1
1	462	508	1
1	463	509	1
1	463	510	1
1	465	179	1
1	467	27	1
1	467	161	1
1	467	229	1
1	470	511	1
1	471	108	1
1	472	47	1
1	473	512	1
1	473	103	1
1	473	153	1
1	473	513	1
1	473	338	1
1	473	339	1
1	473	514	1
1	473	515	1
1	473	516	1
1	475	103	1
1	475	120	1
1	475	175	1
1	475	176	1
1	476	513	1
1	476	338	1
1	476	339	1
1	476	120	1
1	477	103	1
1	477	122	1
1	477	517	1
1	478	518	1
1	478	519	1
1	478	520	1
1	481	125	1
1	481	348	1
1	481	521	1
1	484	522	1
1	484	523	1
1	484	38	1
1	484	524	1
1	484	525	1
1	484	526	1
1	484	527	1
1	486	154	1
1	486	48	1
1	486	125	1
1	487	528	1
1	488	68	1
1	488	529	1
1	488	530	1
1	489	16	1
1	489	531	1
1	489	532	1
1	490	533	1
1	490	181	1
1	492	84	1
1	492	255	1
1	492	16	1
1	495	130	1
1	495	534	1
1	496	27	1
1	496	161	1
1	501	535	1
1	501	536	1
1	501	537	1
1	501	357	1
1	503	18	1
1	504	307	1
1	504	59	1
1	504	538	1
1	505	535	1
1	505	22	1
1	505	23	1
1	505	14	1
1	506	16	1
1	506	24	1
1	507	432	1
1	508	539	1
1	508	540	1
1	509	16	1
1	510	18	1
1	510	541	1
1	511	535	1
1	511	22	1
1	511	23	1
1	511	14	1
1	512	16	1
1	512	24	1
1	513	372	1
1	513	346	1
1	513	176	1
1	515	176	1
1	515	165	1
1	516	542	1
1	517	527	1
1	517	280	1
